video_title,comment_text,is_sarcastic
Final Cut Pro 2026 Full Tutorial,"Wow, audio mixing tips end lifesaver.",0
Understanding Pointers in C,"Lmao, Truly groundbreaking use nested loop 2026. Masterpiece.",1
A day in the life of an MCA student at Presidency University,"Great, parks. Exactly traffic needed. Masterpiece.",1
Understanding Pointers in C,"Truly, Amazing. invented statement....",1
Taking a flight from Patna to Bengaluru,"Ah yes, paying premium flight sit tarmac 2 hours. Masterpiece.",1
Why Python is the absolute fastest language,"Wow, Ah yes, unsolved problem modern physics.",1
The new 8GB RAM MacBook Pro in 2026,"Truly, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary. needed.",1
Adobe After Effects vs Apple Motion,"Ah yes, Wow, user interface hidden need map find timeline. needed.",1
Understanding Pointers in C,Thanks! straightforward explanation ever seen.,0
Building a Flask API for my Assignment Tracker,"Ah yes, Sure buddy. Queen England. needed.",1
Best FxPlug Plugins for Creators,Thanks! new color grading tools massive step last year.,0
Understanding Pointers in C,"Haha, Truly groundbreaking use nested loop 2026.",1
Best FxPlug Plugins for Creators,"Oh, Ah, paying $50 plugin shakes screen. Worth needed.",1
Building a Flask API for my Assignment Tracker,"Lmao, sure memory leaks 'undocumented features'.",1
DIY Autonomous Car with LiDAR Sensor,Thanks! think worth upgrade coming older model. Keep,0
Understanding Pointers in C,"Wow, Finally got environment running. Appreciate clear step-by-step instructions. Keep",0
Taking a flight from Patna to Bengaluru,"Oh, affordable! sell one kidney deposit. needed.",1
Color Grading in Pixelmator Pro,Thanks! transition pack actually looks clean professional. Thanks sharing.,0
Best FxPlug Plugins for Creators,"Awesome. looking tutorial writing custom FxPlug plugins, thank Keep",0
Renting a 1BHK in Indiranagar 2026,Thanks! metro extension really helping commute. Keep,0
Reviewing the new Raspberry Pi 6,Can't wait buy charger separately another $200. brave.,1
Final Cut Pro 2026 Full Tutorial,"Truly, favorite feature eats 64GB RAM instantly....",1
Using Light Theme in VS Code,Amazing. invented statement. brave.,1
Why Python is the absolute fastest language,"Truly, nothing says 'relaxing weekend' like catastrophic database failure. brave.",1
Why Python is the absolute fastest language,Great video. Great perspective. Focusing control essential.,0
Final Cut Pro 2026 Full Tutorial,"Wow, transition pack actually looks clean professional.",0
Renting a 1BHK in Indiranagar 2026,"agree, share exact location Dosa place?",0
Adobe After Effects vs Apple Motion,Pixelmator Pro seriously giving Adobe run money.,0
My Code Compiled on the First Try!,"Yes, HTML code self-aware Incredible.",1
Taking a flight from Patna to Bengaluru,Thanks! really miss weather Enjoy,0
Renting a 1BHK in Indiranagar 2026,"Haha, Ah, Venice India. Time get gondola",1
Understanding Pointers in C,"Ah yes, Wow, fast! took 3 hours print Hello World....",1
Final Cut Pro 2026 Full Tutorial,"Haha, Rendering 4K video took 3 days. Blazing fast. brave.",1
Monsoon arrives in Namma Bengaluru,"Wow, metro extension really helping commute. Thanks sharing.",0
Apple announces new $999 Monitor Stand,"Haha, Finally, reasonably priced piece metal. desk feeling cheap.",1
Taking a flight from Patna to Bengaluru,"Wow, share exact location Dosa place? Thanks sharing.",0
Final Cut Pro 2026 Full Tutorial,Awesome. new color grading tools massive step last year.,0
Color Grading in Pixelmator Pro,"Wow, love software crashes right hit save. Adds excitement.",1
Best FxPlug Plugins for Creators,Awesome. magnetic timeline FCP makes editing much faster workflow. Thanks sharing.,0
Apple announces new $999 Monitor Stand,"Honestly, using week battery life insane.",0
Taking a flight from Patna to Bengaluru,"Wow, affordable! sell one kidney deposit. needed.",1
Final Cut Pro 2026 Full Tutorial,"Oh, Wow, user interface hidden need map find timeline....",1
Bengaluru Traffic Timelapse (Silk Board),"Oh, love potholes practically historical landmarks Masterpiece.",1
Best FxPlug Plugins for Creators,"Haha, Wow, user interface hidden need map find timeline. brave.",1
Best street food in Bengaluru,"Lmao, Ah yes, paying premium flight sit tarmac 2 hours....",1
Learning PHP in 2026,"Thanks! know shortcut, helpful. Thanks sharing.",0
Bengaluru Traffic Timelapse (Silk Board),Brilliant. enjoy swimming campus every July.,1
Learning PHP in 2026,"Wow, know shortcut, helpful. Keep",0
Reviewing the new Raspberry Pi 6,Awesome. Great camera test! low light performance impressive. helpful.,0
Deploying to Production on Friday at 5 PM,"Thanks! saved hours debugging MCA assignment, thank much!",0
Best FxPlug Plugins for Creators,Brilliant. Rendering 4K video took 3 days. Blazing fast....,1
Color Grading in Pixelmator Pro,"Ah yes, Oh good, another subscription model drain bank account. Incredible.",1
Best FxPlug Plugins for Creators,"Ah yes, Rendering 4K video took 3 days. Blazing fast.",1
Adobe After Effects vs Apple Motion,"Ah yes, Yes, definitely needed 400 new transition wipes. brave.",1
Monsoon arrives in Namma Bengaluru,"Truly, enjoy swimming campus every July....",1
Reviewing the new Raspberry Pi 6,"Honestly, upgraded processing power makes perfect autonomous drone project. Thanks sharing.",0
Final Cut Pro 2026 Full Tutorial,Awesome. transition pack actually looks clean professional.,0
I Built a Machine Learning Model in 5 Minutes,Awesome. straightforward explanation ever seen.,0
Java vs C++ for Competitive Programming,"Truly, Wow, fast! took 3 hours print Hello World.",1
Understanding Pointers in C,"Haha, Wow, fast! took 3 hours print Hello World....",1
Best FxPlug Plugins for Creators,"Lmao, Wow, user interface hidden need map find timeline.",1
Final Cut Pro 2026 Full Tutorial,"Ah yes, Oh good, another subscription model drain bank account. brave.",1
Taking a flight from Patna to Bengaluru,"Honestly, moving next month, informative. Keep",0
Learning PHP in 2026,Thanks! Great perspective. Focusing control essential.,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, Great vlog! Brings back memories college days. Thanks sharing.",0
Adobe After Effects vs Apple Motion,"Thanks deep dive Apple Motion, underrated software.",0
Taking a flight from Patna to Bengaluru,"agree, really miss weather Enjoy",0
Renting a 1BHK in Indiranagar 2026,"Oh, affordable! sell one kidney deposit. Incredible.",1
Final Cut Pro 2026 Full Tutorial,"Wow, favorite feature eats 64GB RAM instantly. Masterpiece.",1
Bengaluru Traffic Timelapse (Silk Board),Awesome. biryani ordered looks fantastic. Keep,0
Adobe After Effects vs Apple Motion,Brilliant. favorite feature eats 64GB RAM instantly.,1
Final Cut Pro 2026 Full Tutorial,"Wow, transition pack actually looks clean professional.",0
Understanding Pointers in C,"Lmao, Wow, fast! took 3 hours print Hello World.",1
Deploying to Production on Friday at 5 PM,"agree, Could follow-up video asynchronous functions?",0
Best street food in Bengaluru,Awesome. metro extension really helping commute. helpful.,0
Renting a 1BHK in Indiranagar 2026,Great video. share exact location Dosa place? Keep,0
Deploying to Production on Friday at 5 PM,Great video. Great perspective. Focusing control essential. helpful.,0
I Built a Machine Learning Model in 5 Minutes,"agree, Could follow-up video asynchronous functions? Thanks sharing.",0
Color Grading in Pixelmator Pro,Great video. magnetic timeline FCP makes editing much faster workflow.,0
The new 8GB RAM MacBook Pro in 2026,Great camera test! low light performance impressive.,0
Monsoon arrives in Namma Bengaluru,"Wow, paneer butter masala last spot looked amazing. Definitely visiting next time.",0
Adobe After Effects vs Apple Motion,Great video. new color grading tools massive step last year. helpful.,0
Building a mechanical keyboard from scratch,"Lmao, Ah yes, exactly needed: another proprietary port.",1
Monsoon arrives in Namma Bengaluru,Brilliant. enjoy swimming campus every July.,1
A day in the life of an MCA student at Presidency University,auto driver asked 500 rupees cross street. Fair price. Incredible.,1
Bengaluru Traffic Timelapse (Silk Board),"Lmao, affordable! sell one kidney deposit.",1
Is Web3 the future of the internet?,"Haha, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary. Incredible.",1
Monsoon arrives in Namma Bengaluru,Thanks! paneer butter masala last spot looked amazing. Definitely visiting next time.,0
How to center a div in CSS,"Oh, absolutely. love measuring execution time calendar.",1
Best street food in Bengaluru,"Great video. moving next month, informative.",0
Monsoon arrives in Namma Bengaluru,"Brilliant. Ah yes, paying premium flight sit tarmac 2 hours. Masterpiece.",1
Java vs C++ for Competitive Programming,"Truly, Yes, HTML code self-aware Incredible.",1
Taking a flight from Patna to Bengaluru,"Lmao, Ah, Venice India. Time get gondola Masterpiece.",1
The new 8GB RAM MacBook Pro in 2026,"Truly, Finally, reasonably priced piece metal. desk feeling cheap. brave.",1
Best street food in Bengaluru,"agree, Great vlog! Brings back memories college days. Keep",0
Learning PHP in 2026,"Ah yes, Sure buddy. Queen England....",1
Understanding Pointers in C,"Wow, Oh, absolutely. love measuring execution time calendar.",1
How to center a div in CSS,"Ah yes, Yes, HTML code self-aware brave.",1
Best FxPlug Plugins for Creators,"Lmao, Wow, user interface hidden need map find timeline.",1
The new 8GB RAM MacBook Pro in 2026,"Haha, love replacing entire motherboard upgrade storage. needed.",1
Best FxPlug Plugins for Creators,"Oh, Oh good, another subscription model drain bank account.",1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model drain bank account.",1
Best street food in Bengaluru,40k rent broom closet? steal!,1
Is Web3 the future of the internet?,"Good thorough review, especially thermal testing. Keep",0
Best FxPlug Plugins for Creators,"Wow, Ah, paying $50 plugin shakes screen. Worth Masterpiece.",1
Best FxPlug Plugins for Creators,"Truly, favorite feature eats 64GB RAM instantly. needed.",1
Bengaluru Traffic Timelapse (Silk Board),paneer butter masala last spot looked amazing. Definitely visiting next time.,0
Best FxPlug Plugins for Creators,"Wow, love software crashes right hit save. Adds excitement.",1
Renting a 1BHK in Indiranagar 2026,Awesome. really miss weather Enjoy Thanks sharing.,0
A day in the life of an MCA student at Presidency University,Great video. paneer butter masala last spot looked amazing. Definitely visiting next time. Keep,0
Why Python is the absolute fastest language,"Wow, Finally got environment running. Appreciate clear step-by-step instructions.",0
Final Cut Pro 2026 Full Tutorial,"Brilliant. Wow, user interface hidden need map find timeline. needed.",1
Adobe After Effects vs Apple Motion,"Wow, looking tutorial writing custom FxPlug plugins, thank",0
Color Grading in Pixelmator Pro,"Haha, Wow, user interface hidden need map find timeline. needed.",1
Apple announces new $999 Monitor Stand,"Lmao, definitely want pay $40 gas fee like tweet. Sign",1
Reviewing the new Raspberry Pi 6,Brilliant. generous Next year maybe get floppy disk drive,1
Java vs C++ for Competitive Programming,"Thanks! Thanks visual diagram, really helped understand pointers swap. Keep",0
Monsoon arrives in Namma Bengaluru,"Oh, Nothing like 2-hour commute 5km distance build character.",1
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Ah yes, exactly needed: another proprietary port.",1
Reviewing the new Raspberry Pi 6,Awesome. using week battery life insane. Thanks sharing.,0
Reviewing the new Raspberry Pi 6,"Lmao, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary.",1
Adobe After Effects vs Apple Motion,"Haha, Yes, definitely needed 400 new transition wipes....",1
Taking a flight from Patna to Bengaluru,Awesome. really miss weather Enjoy,0
Learning PHP in 2026,"Wow, Sure buddy. Queen England....",1
A day in the life of an MCA student at Presidency University,"Wow, Beautiful shots Cubbon Park. green!",0
Best street food in Bengaluru,"Wow, 40k rent broom closet? steal! Masterpiece.",1
Reviewing the new Raspberry Pi 6,generous Next year maybe get floppy disk drive,1
Why Python is the absolute fastest language,"agree, Great perspective. Focusing control essential.",0
A day in the life of an MCA student at Presidency University,Great video. Beautiful shots Cubbon Park. green!,0
The new 8GB RAM MacBook Pro in 2026,generous Next year maybe get floppy disk drive needed.,1
A day in the life of an MCA student at Presidency University,love potholes practically historical landmarks,1
Is Web3 the future of the internet?,"Lmao, definitely want pay $40 gas fee like tweet. Sign needed.",1
Using Light Theme in VS Code,Awesome. think Java still holds incredibly well large enterprise systems.,0
Final Cut Pro 2026 Full Tutorial,"Thanks! looking tutorial writing custom FxPlug plugins, thank helpful.",0
Best FxPlug Plugins for Creators,Awesome. audio mixing tips end lifesaver. helpful.,0
Final Cut Pro 2026 Full Tutorial,"Wow, magnetic timeline FCP makes editing much faster workflow. Thanks sharing.",0
Apple announces new $999 Monitor Stand,"Lmao, Next sell us screen keyboard separately. Masterpiece.",1
Taking a flight from Patna to Bengaluru,"Brilliant. Ah, Venice India. Time get gondola brave.",1
My Code Compiled on the First Try!,Awesome. Great perspective. Focusing control essential.,0
Monsoon arrives in Namma Bengaluru,"moving next month, informative.",0
Understanding Pointers in C,"Truly, Amazing. invented statement....",1
A day in the life of an MCA student at Presidency University,"Brilliant. Ah, Venice India. Time get gondola",1
DIY Autonomous Car with LiDAR Sensor,"Lmao, removed headphone jack courage. Truly brave.",1
Best street food in Bengaluru,"Ah yes, 40k rent broom closet? steal!...",1
Why Python is the absolute fastest language,"Oh, Wow, fast! took 3 hours print Hello World.",1
Java vs C++ for Competitive Programming,"Haha, Amazing. invented statement.",1
Color Grading in Pixelmator Pro,"Wow, Oh good, another subscription model drain bank account.",1
How to center a div in CSS,"Ah yes, Ah yes, unsolved problem modern physics.",1
I Built a Machine Learning Model in 5 Minutes,"Ah yes, tutorial fixed marriage. brave.",1
Building a mechanical keyboard from scratch,"Oh, Next sell us screen keyboard separately. brave.",1
Reviewing the new Raspberry Pi 6,definitely want pay $40 gas fee like tweet. Sign,1
DIY Autonomous Car with LiDAR Sensor,"Haha, love replacing entire motherboard upgrade storage....",1
Why Python is the absolute fastest language,Brilliant. Great tutorial! need retinas anyway.,1
Color Grading in Pixelmator Pro,"Oh, Oh good, another subscription model drain bank account. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Honestly, audio mixing tips end lifesaver. Keep",0
Reviewing the new Raspberry Pi 6,"agree, Thanks comparing previous generation.",0
Deploying to Production on Friday at 5 PM,"Wow, Wow, fast! took 3 hours print Hello World.",1
A day in the life of an MCA student at Presidency University,"Wow, Beautiful shots Cubbon Park. green!",0
Renting a 1BHK in Indiranagar 2026,"Wow, Great, parks. Exactly traffic needed.",1
Best FxPlug Plugins for Creators,"agree, transition pack actually looks clean professional. helpful.",0
Reviewing the new Raspberry Pi 6,"Truly, Can't wait buy charger separately another $200.",1
My Code Compiled on the First Try!,Thanks! Great perspective. Focusing control essential.,0
Taking a flight from Patna to Bengaluru,"Brilliant. Wow, think saw car move three entire inches hour. Thrilling pace.",1
Taking a flight from Patna to Bengaluru,"Truly, Nothing like 2-hour commute 5km distance build character. needed.",1
Bengaluru Traffic Timelapse (Silk Board),"Wow, Wow, think saw car move three entire inches hour. Thrilling pace.",1
Renting a 1BHK in Indiranagar 2026,"Wow, Great, parks. Exactly traffic needed.",1
DIY Autonomous Car with LiDAR Sensor,"Oh, Wow, 1% faster last year. Innovation peaked.",1
Renting a 1BHK in Indiranagar 2026,"Oh, love potholes practically historical landmarks",1
Learning PHP in 2026,"Great video. Thanks visual diagram, really helped understand pointers swap.",0
Color Grading in Pixelmator Pro,"Wow, Oh good, another subscription model drain bank account. brave.",1
Renting a 1BHK in Indiranagar 2026,Great video. really miss weather Enjoy Keep,0
How to center a div in CSS,"Lmao, sure memory leaks 'undocumented features'. Incredible.",1
Renting a 1BHK in Indiranagar 2026,"Brilliant. Great, parks. Exactly traffic needed.",1
Best street food in Bengaluru,"Haha, Wow, think saw car move three entire inches hour. Thrilling pace....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, Thanks deep dive Apple Motion, underrated software. helpful.",0
DIY Autonomous Car with LiDAR Sensor,"Wow, Wow, 1% faster last year. Innovation peaked. needed.",1
Monsoon arrives in Namma Bengaluru,"Truly, affordable! sell one kidney deposit.",1
A day in the life of an MCA student at Presidency University,Great video. Love local culture vibe city.,0
Apple announces new $999 Monitor Stand,"Wow, actually like new design, feels premium. helpful.",0
Learning PHP in 2026,"Truly, Truly groundbreaking use nested loop 2026. Masterpiece.",1
Learning PHP in 2026,Awesome. Finally got environment running. Appreciate clear step-by-step instructions.,0
Best street food in Bengaluru,"Truly, auto driver asked 500 rupees cross street. Fair price.",1
DIY Autonomous Car with LiDAR Sensor,"Truly, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary.",1
Reviewing the new Raspberry Pi 6,"Wow, think worth upgrade coming older model.",0
Renting a 1BHK in Indiranagar 2026,"agree, share exact location Dosa place?",0
My Code Compiled on the First Try!,Sure buddy. Queen England.,1
Why Python is the absolute fastest language,"Truly, sure memory leaks 'undocumented features'. Incredible.",1
Best FxPlug Plugins for Creators,"Lmao, Oh good, another subscription model drain bank account. Masterpiece.",1
Why Python is the absolute fastest language,"Lmao, Wow, fast! took 3 hours print Hello World.",1
Using Light Theme in VS Code,"Truly, Amazing. invented statement.",1
Best FxPlug Plugins for Creators,"Oh, Rendering 4K video took 3 days. Blazing fast. brave.",1
Why Python is the absolute fastest language,"Haha, Amazing. invented statement. brave.",1
How to center a div in CSS,"Oh, Sure buddy. Queen England.",1
Color Grading in Pixelmator Pro,"Great video. looking tutorial writing custom FxPlug plugins, thank",0
Building a Flask API for my Assignment Tracker,Brilliant. Great tutorial! need retinas anyway. Masterpiece.,1
I Built a Machine Learning Model in 5 Minutes,Brilliant. Sure buddy. Queen England. Incredible.,1
Apple announces new $999 Monitor Stand,"Haha, definitely want pay $40 gas fee like tweet. Sign needed.",1
Final Cut Pro 2026 Full Tutorial,Awesome. magnetic timeline FCP makes editing much faster workflow. Thanks sharing.,0
Apple announces new $999 Monitor Stand,"Haha, generous Next year maybe get floppy disk drive",1
I Built a Machine Learning Model in 5 Minutes,"agree, know shortcut, helpful.",0
How to center a div in CSS,"Honestly, Finally got environment running. Appreciate clear step-by-step instructions. helpful.",0
Reviewing the new Raspberry Pi 6,"Oh, Can't wait buy charger separately another $200.",1
Why Python is the absolute fastest language,"Haha, nothing says 'relaxing weekend' like catastrophic database failure....",1
Reviewing the new Raspberry Pi 6,"Great video. actually like new design, feels premium. helpful.",0
Taking a flight from Patna to Bengaluru,"agree, really miss weather Enjoy Keep",0
Is Web3 the future of the internet?,Awesome. switches use? sound really smooth.,0
Color Grading in Pixelmator Pro,"Lmao, Wow, user interface hidden need map find timeline. brave.",1
DIY Autonomous Car with LiDAR Sensor,"agree, think worth upgrade coming older model. Thanks sharing.",0
A day in the life of an MCA student at Presidency University,"Honestly, biryani ordered looks fantastic.",0
Monsoon arrives in Namma Bengaluru,"Oh, Wow, think saw car move three entire inches hour. Thrilling pace.",1
Best street food in Bengaluru,"agree, paneer butter masala last spot looked amazing. Definitely visiting next time.",0
Final Cut Pro 2026 Full Tutorial,"agree, Thanks deep dive Apple Motion, underrated software.",0
Building a mechanical keyboard from scratch,"agree, Great camera test! low light performance impressive.",0
How to center a div in CSS,"Ah yes, tutorial fixed marriage. brave.",1
DIY Autonomous Car with LiDAR Sensor,"Honestly, upgraded processing power makes perfect autonomous drone project.",0
Taking a flight from Patna to Bengaluru,"Lmao, Ah, Venice India. Time get gondola",1
Reviewing the new Raspberry Pi 6,Awesome. Great camera test! low light performance impressive.,0
Adobe After Effects vs Apple Motion,"Honestly, transition pack actually looks clean professional.",0
Final Cut Pro 2026 Full Tutorial,"Thanks deep dive Apple Motion, underrated software. Keep",0
Bengaluru Traffic Timelapse (Silk Board),Thanks! really miss weather Enjoy Thanks sharing.,0
Bengaluru Traffic Timelapse (Silk Board),"Ah yes, auto driver asked 500 rupees cross street. Fair price....",1
The new 8GB RAM MacBook Pro in 2026,"Wow, Good thorough review, especially thermal testing.",0
Learning PHP in 2026,"Haha, sure memory leaks 'undocumented features'.",1
Final Cut Pro 2026 Full Tutorial,"Haha, love software crashes right hit save. Adds excitement.",1
Best street food in Bengaluru,"Wow, 40k rent broom closet? steal!...",1
Apple announces new $999 Monitor Stand,Brilliant. definitely want pay $40 gas fee like tweet. Sign,1
Adobe After Effects vs Apple Motion,audio mixing tips end lifesaver. Keep,0
Adobe After Effects vs Apple Motion,Brilliant. Rendering 4K video took 3 days. Blazing fast.,1
Final Cut Pro 2026 Full Tutorial,"agree, new color grading tools massive step last year. Thanks sharing.",0
Best FxPlug Plugins for Creators,"looking tutorial writing custom FxPlug plugins, thank",0
DIY Autonomous Car with LiDAR Sensor,Awesome. Thanks comparing previous generation. Thanks sharing.,0
How to center a div in CSS,Awesome. concise point. Subscribed. Thanks sharing.,0
Best street food in Bengaluru,"Honestly, Love local culture vibe city. Thanks sharing.",0
How to center a div in CSS,Great video. concise point. Subscribed. helpful.,0
Reviewing the new Raspberry Pi 6,"Oh, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary.",1
Learning PHP in 2026,"Wow, Could follow-up video asynchronous functions?",0
Best street food in Bengaluru,"Wow, Wow, think saw car move three entire inches hour. Thrilling pace.",1
The new 8GB RAM MacBook Pro in 2026,Thanks! Thanks comparing previous generation. Keep,0
Why Python is the absolute fastest language,Brilliant. sure memory leaks 'undocumented features'. Incredible.,1
Adobe After Effects vs Apple Motion,Thanks! magnetic timeline FCP makes editing much faster workflow.,0
Understanding Pointers in C,"Lmao, nothing says 'relaxing weekend' like catastrophic database failure. Incredible.",1
How to center a div in CSS,"Truly, Ah yes, unsolved problem modern physics.",1
Adobe After Effects vs Apple Motion,"Brilliant. Oh good, another subscription model drain bank account.",1
Bengaluru Traffic Timelapse (Silk Board),"agree, paneer butter masala last spot looked amazing. Definitely visiting next time. Thanks sharing.",0
A day in the life of an MCA student at Presidency University,"Lmao, auto driver asked 500 rupees cross street. Fair price.",1
Renting a 1BHK in Indiranagar 2026,Great video. paneer butter masala last spot looked amazing. Definitely visiting next time. Thanks sharing.,0
Reviewing the new Raspberry Pi 6,"Lmao, removed headphone jack courage. Truly brave. Masterpiece.",1
Best FxPlug Plugins for Creators,"Wow, looking tutorial writing custom FxPlug plugins, thank Thanks sharing.",0
Monsoon arrives in Namma Bengaluru,Awesome. paneer butter masala last spot looked amazing. Definitely visiting next time.,0
DIY Autonomous Car with LiDAR Sensor,"Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary.",1
Final Cut Pro 2026 Full Tutorial,"Truly, Rendering 4K video took 3 days. Blazing fast....",1
My Code Compiled on the First Try!,"Oh, copy-pasted computer caught fire. Thanks! Masterpiece.",1
Monsoon arrives in Namma Bengaluru,Awesome. Love local culture vibe city.,0
Building a mechanical keyboard from scratch,Awesome. Thanks comparing previous generation. Thanks sharing.,0
The new 8GB RAM MacBook Pro in 2026,"agree, think worth upgrade coming older model.",0
Deploying to Production on Friday at 5 PM,"Truly, tutorial fixed marriage....",1
Understanding Pointers in C,"Oh, Great tutorial! need retinas anyway. Masterpiece.",1
Taking a flight from Patna to Bengaluru,Awesome. Beautiful shots Cubbon Park. green!,0
Apple announces new $999 Monitor Stand,"Lmao, Can't wait buy charger separately another $200....",1
Using Light Theme in VS Code,"agree, Great perspective. Focusing control essential. helpful.",0
Renting a 1BHK in Indiranagar 2026,"Oh, enjoy swimming campus every July. Incredible.",1
Taking a flight from Patna to Bengaluru,"Oh, love potholes practically historical landmarks Masterpiece.",1
DIY Autonomous Car with LiDAR Sensor,"Wow, actually like new design, feels premium.",0
Building a Flask API for my Assignment Tracker,"Lmao, Wow, fast! took 3 hours print Hello World. brave.",1
Monsoon arrives in Namma Bengaluru,"Wow, Love local culture vibe city.",0
Adobe After Effects vs Apple Motion,"Honestly, audio mixing tips end lifesaver. helpful.",0
Understanding Pointers in C,"Oh, nothing says 'relaxing weekend' like catastrophic database failure.",1
Color Grading in Pixelmator Pro,"Oh good, another subscription model drain bank account.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. favorite feature eats 64GB RAM instantly....,1
Apple announces new $999 Monitor Stand,"Wow, Great camera test! low light performance impressive. Keep",0
Renting a 1BHK in Indiranagar 2026,"Wow, Great vlog! Brings back memories college days. helpful.",0
Building a Flask API for my Assignment Tracker,"Honestly, prefer using Docker method works great",0
Using Light Theme in VS Code,Brilliant. nothing says 'relaxing weekend' like catastrophic database failure. Masterpiece.,1
How to center a div in CSS,"Wow, Ah yes, unsolved problem modern physics.",1
Apple announces new $999 Monitor Stand,"Awesome. actually like new design, feels premium.",0
Understanding Pointers in C,Great video. prefer using Docker method works great Thanks sharing.,0
Renting a 1BHK in Indiranagar 2026,biryani ordered looks fantastic.,0
Building a Flask API for my Assignment Tracker,"Thanks! know shortcut, helpful.",0
Why Python is the absolute fastest language,"Honestly, concise point. Subscribed.",0
Why Python is the absolute fastest language,"Haha, Truly groundbreaking use nested loop 2026.",1
Java vs C++ for Competitive Programming,"Ah yes, Yes, HTML code self-aware Incredible.",1
Apple announces new $999 Monitor Stand,"Wow, think worth upgrade coming older model.",0
Best FxPlug Plugins for Creators,"Haha, favorite feature eats 64GB RAM instantly.",1
DIY Autonomous Car with LiDAR Sensor,"Honestly, Good thorough review, especially thermal testing.",0
Is Web3 the future of the internet?,"agree, think worth upgrade coming older model.",0
Best street food in Bengaluru,metro extension really helping commute. Thanks sharing.,0
Renting a 1BHK in Indiranagar 2026,"Truly, Nothing like 2-hour commute 5km distance build character.",1
My Code Compiled on the First Try!,"agree, prefer using Docker method works great",0
Building a Flask API for my Assignment Tracker,"Honestly, know shortcut, helpful.",0
Best street food in Bengaluru,Great video. share exact location Dosa place? Thanks sharing.,0
I Built a Machine Learning Model in 5 Minutes,"Yes, HTML code self-aware",1
Reviewing the new Raspberry Pi 6,"Oh, Oh wow, paying ₹1.5 Lakhs 8GB RAM truly revolutionary. brave.",1
Best street food in Bengaluru,"Ah yes, 40k rent broom closet? steal! Masterpiece.",1
The new 8GB RAM MacBook Pro in 2026,definitely want pay $40 gas fee like tweet. Sign,1
DIY Autonomous Car with LiDAR Sensor,Thanks! upgraded processing power makes perfect autonomous drone project. helpful.,0
Apple announces new $999 Monitor Stand,"Finally, reasonably priced piece metal. desk feeling cheap. Incredible.",1
Best street food in Bengaluru,"Truly, auto driver asked 500 rupees cross street. Fair price. needed.",1
Best street food in Bengaluru,Nothing like 2-hour commute 5km distance build character. needed.,1
Bengaluru Traffic Timelapse (Silk Board),Awesome. Beautiful shots Cubbon Park. green!,0
Best street food in Bengaluru,"Lmao, Wow, think saw car move three entire inches hour. Thrilling pace. Masterpiece.",1
Apple announces new $999 Monitor Stand,"Haha, generous Next year maybe get floppy disk drive needed.",1
Final Cut Pro 2026 Full Tutorial,Brilliant. Rendering 4K video took 3 days. Blazing fast....,1
Reviewing the new Raspberry Pi 6,"Brilliant. Finally, reasonably priced piece metal. desk feeling cheap. Incredible.",1
Adobe After Effects vs Apple Motion,"looking tutorial writing custom FxPlug plugins, thank",0
Renting a 1BHK in Indiranagar 2026,"Wow, Nothing like 2-hour commute 5km distance build character. Incredible.",1
Best street food in Bengaluru,"Truly, Ah yes, paying premium flight sit tarmac 2 hours.",1
Final Cut Pro 2026 Full Tutorial,Great video. transition pack actually looks clean professional. Thanks sharing.,0
The new 8GB RAM MacBook Pro in 2026,"Lmao, Next sell us screen keyboard separately. Masterpiece.",1
Deploying to Production on Friday at 5 PM,"Oh, Sure buddy. Queen England. brave.",1
Building a mechanical keyboard from scratch,"agree, switches use? sound really smooth. Keep",0
The new 8GB RAM MacBook Pro in 2026,"Wow, Thanks comparing previous generation.",0
Final Cut Pro 2026 Full Tutorial,"Lmao, Yes, definitely needed 400 new transition wipes.",1
Color Grading in Pixelmator Pro,"Brilliant. Yes, definitely needed 400 new transition wipes.",1
Taking a flight from Patna to Bengaluru,"Wow, auto driver asked 500 rupees cross street. Fair price.",1
DIY Autonomous Car with LiDAR Sensor,"agree, Good thorough review, especially thermal testing. Keep",0
My Code Compiled on the First Try!,"Wow, concise point. Subscribed. helpful.",0
Monsoon arrives in Namma Bengaluru,Awesome. Beautiful shots Cubbon Park. green!,0
Building a Flask API for my Assignment Tracker,"Wow, prefer using Docker method works great Thanks sharing.",0
DIY Autonomous Car with LiDAR Sensor,"agree, Thanks comparing previous generation.",0
Taking a flight from Patna to Bengaluru,Thanks! Love local culture vibe city.,0
Final Cut Pro 2026 Full Tutorial,"Truly, Yes, definitely needed 400 new transition wipes.",1
Is Web3 the future of the internet?,Awesome. Great camera test! low light performance impressive. helpful.,0
Best street food in Bengaluru,"Wow, paneer butter masala last spot looked amazing. Definitely visiting next time.",0
