video_title,comment_text,is_sarcastic
Learning PHP in 2026,Great video. Finally got my environment running. Appreciate the clear step-by-step instructions. Keep it up!,0
Apple announces new $999 Monitor Stand,Thanks! The upgraded processing power makes it perfect for my autonomous drone project. Keep it up!,0
A day in the life of an MCA student at Presidency University,Great vlog! Brings back memories from my college days.,0
Reviewing the new Raspberry Pi 6,Awesome. Thanks for comparing it with the previous generation. Keep it up!,0
Java vs C++ for Competitive Programming,"Haha, Ah yes, the most unsolved problem in modern physics. 🙄",1
Apple announces new $999 Monitor Stand,"Oh, Next they will sell us the screen and keyboard separately. Incredible.",1
A day in the life of an MCA student at Presidency University,"Oh, Only 40k rent for a broom closet? What a steal! Just what I needed.",1
Java vs C++ for Competitive Programming,"Awesome. I prefer using Docker for this, but your method works great too. Keep it up!",0
Apple announces new $999 Monitor Stand,Great video. Great camera test! The low light performance is impressive. 🙏,0
Adobe After Effects vs Apple Motion,"Truly, Yes, because I definitely needed 400 new transition wipes.",1
DIY Autonomous Car with LiDAR Sensor,"Wow, I actually like the new design, feels very premium.",0
Understanding Pointers in C,"Awesome. I didn't know about that shortcut, very helpful. 🙏",0
Renting a 1BHK in Indiranagar 2026,Brilliant. The auto driver asked for 500 rupees to cross the street. Fair price.,1
Bengaluru Traffic Timelapse (Silk Board),"Wow, Love the local culture and vibe of this city. 🔥",0
Best FxPlug Plugins for Creators,Awesome. The magnetic timeline in FCP makes editing so much faster for my workflow. Keep it up!,0
A day in the life of an MCA student at Presidency University,Brilliant. Only 40k rent for a broom closet? What a steal! 🙃,1
Deploying to Production on Friday at 5 PM,"I agree, Could you do a follow-up video on asynchronous functions? 🙏",0
Reviewing the new Raspberry Pi 6,"Honestly, I actually like the new design, feels very premium. Very helpful.",0
Is Web3 the future of the internet?,"Oh, Wow, it's 1% faster than last year. Innovation has peaked. 🙄",1
The new 8GB RAM MacBook Pro in 2026,"Great video. I actually like the new design, feels very premium. Very helpful.",0
Renting a 1BHK in Indiranagar 2026,"Honestly, Love the local culture and vibe of this city. Very helpful.",0
How to center a div in CSS,"Honestly, Very concise and to the point. Subscribed. Thanks for sharing.",0
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. 🙃",1
Final Cut Pro 2026 Full Tutorial,"I agree, Pixelmator Pro is seriously giving Adobe a run for their money. 🔥",0
Bengaluru Traffic Timelapse (Silk Board),Thanks! Love the local culture and vibe of this city. Very helpful.,0
Best street food in Bengaluru,I enjoy swimming to the campus every July. 🙄,1
I Built a Machine Learning Model in 5 Minutes,"Ah yes, the most unsolved problem in modern physics. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Lmao, Ah, paying $50 for a plugin that just shakes the screen. Worth it. Incredible.",1
Color Grading in Pixelmator Pro,Pixelmator Pro is seriously giving Adobe a run for their money. Thanks for sharing.,0
Color Grading in Pixelmator Pro,"Truly, Wow, the user interface is so hidden I need a map to find the timeline.",1
Java vs C++ for Competitive Programming,I copy-pasted this and my computer caught fire. Thanks! 🤡,1
Adobe After Effects vs Apple Motion,"Thanks! Thanks for the deep dive into Apple Motion, very underrated software.",0
Apple announces new $999 Monitor Stand,"Wow, What switches did you use? They sound really smooth.",0
The new 8GB RAM MacBook Pro in 2026,"Great video. Good thorough review, especially the thermal testing. Keep it up!",0
Learning PHP in 2026,This tutorial fixed my marriage. 🤡,1
Why Python is the absolute fastest language,"Lmao, Ah yes, the most unsolved problem in modern physics. 🙄",1
Monsoon arrives in Namma Bengaluru,The auto driver asked for 500 rupees to cross the street. Fair price. 🙃,1
A day in the life of an MCA student at Presidency University,Brilliant. I enjoy swimming to the campus every July. 🤡,1
Is Web3 the future of the internet?,Thanks for comparing it with the previous generation. 🙏,0
Building a Flask API for my Assignment Tracker,"I agree, Could you do a follow-up video on asynchronous functions? Very helpful.",0
Apple announces new $999 Monitor Stand,Brilliant. They removed the headphone jack for courage. Truly brave. 🙄,1
Color Grading in Pixelmator Pro,"Wow, I love it when the software crashes right before I hit save. Adds excitement. 🙄",1
Deploying to Production on Friday at 5 PM,"Lmao, I copy-pasted this and my computer caught fire. Thanks! Incredible.",1
DIY Autonomous Car with LiDAR Sensor,Thanks! The upgraded processing power makes it perfect for my autonomous drone project. 🔥,0
Building a mechanical keyboard from scratch,"I agree, I've been using it for a week and the battery life is insane. 👍",0
Deploying to Production on Friday at 5 PM,"Honestly, This is the most straightforward explanation I have ever seen. Very helpful.",0
The new 8GB RAM MacBook Pro in 2026,I think it's worth the upgrade if you are coming from an older model.,0
Building a Flask API for my Assignment Tracker,"Truly, I copy-pasted this and my computer caught fire. Thanks! 🤡",1
Monsoon arrives in Namma Bengaluru,Brilliant. Only 40k rent for a broom closet? What a steal! Masterpiece.,1
Renting a 1BHK in Indiranagar 2026,"Honestly, Great vlog! Brings back memories from my college days. Thanks for sharing.",0
Understanding Pointers in C,"Honestly, I prefer using Docker for this, but your method works great too. 🙏",0
The new 8GB RAM MacBook Pro in 2026,"Lmao, Wow, it's 1% faster than last year. Innovation has peaked. 🙃",1
Best street food in Bengaluru,"Haha, Ah, the Venice of India. Time to get my gondola out. Incredible.",1
Using Light Theme in VS Code,"Wow, Finally got my environment running. Appreciate the clear step-by-step instructions. 👍",0
Bengaluru Traffic Timelapse (Silk Board),I really miss the weather there. Enjoy it! Very helpful.,0
Understanding Pointers in C,"Truly, Sure it did, buddy. And I am the Queen of England....",1
Deploying to Production on Friday at 5 PM,"Lmao, Ah yes, the most unsolved problem in modern physics. Masterpiece.",1
Best FxPlug Plugins for Creators,"Haha, Wow, the user interface is so hidden I need a map to find the timeline. 🙄",1
Bengaluru Traffic Timelapse (Silk Board),"Ah, the Venice of India. Time to get my gondola out. So brave.",1
Building a mechanical keyboard from scratch,"Haha, Ah yes, exactly what I needed: another proprietary port.",1
Is Web3 the future of the internet?,"Haha, They removed the headphone jack for courage. Truly brave....",1
Adobe After Effects vs Apple Motion,"Haha, Wow, the user interface is so hidden I need a map to find the timeline. 🤡",1
DIY Autonomous Car with LiDAR Sensor,Awesome. I think it's worth the upgrade if you are coming from an older model.,0
Why Python is the absolute fastest language,"Wow, Truly groundbreaking to use a nested loop in 2026. Incredible.",1
Bengaluru Traffic Timelapse (Silk Board),I really miss the weather there. Enjoy it!,0
Adobe After Effects vs Apple Motion,"Yes, because I definitely needed 400 new transition wipes.",1
My Code Compiled on the First Try!,"Awesome. I didn't know about that shortcut, very helpful. 👍",0
Monsoon arrives in Namma Bengaluru,"I agree, I'm moving there next month, this was very informative.",0
Best FxPlug Plugins for Creators,"Haha, Rendering this 4K video only took 3 days. Blazing fast. 🙄",1
A day in the life of an MCA student at Presidency University,Awesome. Great vlog! Brings back memories from my college days. 🙏,0
Taking a flight from Patna to Bengaluru,"Ah yes, Only 40k rent for a broom closet? What a steal! Masterpiece.",1
Apple announces new $999 Monitor Stand,"Oh, Finally, a reasonably priced piece of metal. My desk was feeling too cheap.",1
My Code Compiled on the First Try!,"Wow, Amazing. You just invented the `if` statement.",1
How to center a div in CSS,"Oh, Yes, and my HTML code is self-aware now. 🙄",1
Monsoon arrives in Namma Bengaluru,Beautiful shots of Cubbon Park. So green! Very helpful.,0
Best FxPlug Plugins for Creators,Thanks! The new color grading tools are a massive step up from last year.,0
Using Light Theme in VS Code,"Yes, and my HTML code is self-aware now. 🤡",1
DIY Autonomous Car with LiDAR Sensor,"Oh, Ah yes, exactly what I needed: another proprietary port.",1
Adobe After Effects vs Apple Motion,"Wow, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Thanks for sharing.",0
How to center a div in CSS,"Thanks! Thanks for the visual diagram, it really helped me understand how the pointers swap. 👍",0
Is Web3 the future of the internet?,"Ah yes, So generous of them! Next year maybe we will get a floppy disk drive too....",1
Taking a flight from Patna to Bengaluru,Great vlog! Brings back memories from my college days. 🙏,0
A day in the life of an MCA student at Presidency University,"Oh, The auto driver asked for 500 rupees to cross the street. Fair price. Incredible.",1
Taking a flight from Patna to Bengaluru,Great video. The paneer butter masala at that last spot looked amazing. Definitely visiting next time.,0
A day in the life of an MCA student at Presidency University,Great video. The biryani you ordered looks fantastic. Keep it up!,0
Best street food in Bengaluru,Great video. The paneer butter masala at that last spot looked amazing. Definitely visiting next time. Very helpful.,0
Color Grading in Pixelmator Pro,"Wow, Rendering this 4K video only took 3 days. Blazing fast. 🙃",1
Color Grading in Pixelmator Pro,"Thanks! Thanks for the deep dive into Apple Motion, very underrated software. Very helpful.",0
Taking a flight from Patna to Bengaluru,"Wow, I really miss the weather there. Enjoy it! 🙏",0
Bengaluru Traffic Timelapse (Silk Board),"Lmao, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. Incredible.",1
Building a mechanical keyboard from scratch,"Haha, Can't wait to buy the charger separately for another $200.",1
Bengaluru Traffic Timelapse (Silk Board),"Haha, Great, more IT parks. Exactly what the traffic needed....",1
Final Cut Pro 2026 Full Tutorial,"Ah yes, I love it when the software crashes right before I hit save. Adds excitement. So brave.",1
Final Cut Pro 2026 Full Tutorial,"Wow, Your audio mixing tips at the end were a lifesaver. 👍",0
Understanding Pointers in C,"Lmao, Truly groundbreaking to use a nested loop in 2026. Masterpiece.",1
A day in the life of an MCA student at Presidency University,"Great, more IT parks. Exactly what the traffic needed. Masterpiece.",1
Understanding Pointers in C,"Truly, Amazing. You just invented the `if` statement....",1
Taking a flight from Patna to Bengaluru,"Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. Masterpiece.",1
Why Python is the absolute fastest language,"Wow, Ah yes, the most unsolved problem in modern physics. 🙄",1
The new 8GB RAM MacBook Pro in 2026,"Truly, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. Just what I needed.",1
Adobe After Effects vs Apple Motion,"Ah yes, Wow, the user interface is so hidden I need a map to find the timeline. Just what I needed.",1
Understanding Pointers in C,Thanks! This is the most straightforward explanation I have ever seen. 🔥,0
Building a Flask API for my Assignment Tracker,"Ah yes, Sure it did, buddy. And I am the Queen of England. Just what I needed.",1
Best FxPlug Plugins for Creators,Thanks! The new color grading tools are a massive step up from last year. 🙏,0
Understanding Pointers in C,"Haha, Truly groundbreaking to use a nested loop in 2026. 🙄",1
Best FxPlug Plugins for Creators,"Oh, Ah, paying $50 for a plugin that just shakes the screen. Worth it. Just what I needed.",1
Building a Flask API for my Assignment Tracker,"Lmao, I'm sure the memory leaks are just 'undocumented features'. 🙄",1
DIY Autonomous Car with LiDAR Sensor,Thanks! I think it's worth the upgrade if you are coming from an older model. Keep it up!,0
Understanding Pointers in C,"Wow, Finally got my environment running. Appreciate the clear step-by-step instructions. Keep it up!",0
Taking a flight from Patna to Bengaluru,"Oh, So affordable! I only had to sell one kidney for the deposit. Just what I needed.",1
Color Grading in Pixelmator Pro,Thanks! This transition pack actually looks very clean and professional. Thanks for sharing.,0
Best FxPlug Plugins for Creators,"Awesome. I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Keep it up!",0
Renting a 1BHK in Indiranagar 2026,Thanks! The metro extension is really helping with the commute. Keep it up!,0
Reviewing the new Raspberry Pi 6,Can't wait to buy the charger separately for another $200. So brave.,1
Final Cut Pro 2026 Full Tutorial,"Truly, My favorite feature is how it eats 64GB of RAM instantly....",1
Using Light Theme in VS Code,Amazing. You just invented the `if` statement. So brave.,1
Why Python is the absolute fastest language,"Truly, Because nothing says 'relaxing weekend' like a catastrophic database failure. So brave.",1
Why Python is the absolute fastest language,Great video. Great perspective. Focusing only on what you can control is essential. 🔥,0
Final Cut Pro 2026 Full Tutorial,"Wow, This transition pack actually looks very clean and professional.",0
Renting a 1BHK in Indiranagar 2026,"I agree, Can you share the exact location of that Dosa place? 🔥",0
Adobe After Effects vs Apple Motion,Pixelmator Pro is seriously giving Adobe a run for their money. 🔥,0
My Code Compiled on the First Try!,"Yes, and my HTML code is self-aware now. Incredible.",1
Taking a flight from Patna to Bengaluru,Thanks! I really miss the weather there. Enjoy it! 🙏,0
Renting a 1BHK in Indiranagar 2026,"Haha, Ah, the Venice of India. Time to get my gondola out....",1
Understanding Pointers in C,"Ah yes, Wow, so fast! It only took 3 hours to print Hello World....",1
Final Cut Pro 2026 Full Tutorial,"Haha, Rendering this 4K video only took 3 days. Blazing fast. So brave.",1
Monsoon arrives in Namma Bengaluru,"Wow, The metro extension is really helping with the commute. Thanks for sharing.",0
Apple announces new $999 Monitor Stand,"Haha, Finally, a reasonably priced piece of metal. My desk was feeling too cheap. 🤡",1
Taking a flight from Patna to Bengaluru,"Wow, Can you share the exact location of that Dosa place? Thanks for sharing.",0
Final Cut Pro 2026 Full Tutorial,Awesome. The new color grading tools are a massive step up from last year. 🙏,0
Color Grading in Pixelmator Pro,"Wow, I love it when the software crashes right before I hit save. Adds excitement.",1
Best FxPlug Plugins for Creators,Awesome. The magnetic timeline in FCP makes editing so much faster for my workflow. Thanks for sharing.,0
Apple announces new $999 Monitor Stand,"Honestly, I've been using it for a week and the battery life is insane. 🔥",0
Taking a flight from Patna to Bengaluru,"Wow, So affordable! I only had to sell one kidney for the deposit. Just what I needed.",1
Final Cut Pro 2026 Full Tutorial,"Oh, Wow, the user interface is so hidden I need a map to find the timeline....",1
Bengaluru Traffic Timelapse (Silk Board),"Oh, I love how the potholes are practically historical landmarks now. Masterpiece.",1
Best FxPlug Plugins for Creators,"Haha, Wow, the user interface is so hidden I need a map to find the timeline. So brave.",1
Best street food in Bengaluru,"Lmao, Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours....",1
Learning PHP in 2026,"Thanks! I didn't know about that shortcut, very helpful. Thanks for sharing.",0
Bengaluru Traffic Timelapse (Silk Board),Brilliant. I enjoy swimming to the campus every July. 🙄,1
Learning PHP in 2026,"Wow, I didn't know about that shortcut, very helpful. Keep it up!",0
Reviewing the new Raspberry Pi 6,Awesome. Great camera test! The low light performance is impressive. Very helpful.,0
Deploying to Production on Friday at 5 PM,"Thanks! This saved me hours of debugging my MCA assignment, thank you so much! 🔥",0
Best FxPlug Plugins for Creators,Brilliant. Rendering this 4K video only took 3 days. Blazing fast....,1
Color Grading in Pixelmator Pro,"Ah yes, Oh good, another subscription model to drain my bank account. Incredible.",1
Best FxPlug Plugins for Creators,"Ah yes, Rendering this 4K video only took 3 days. Blazing fast. 🙃",1
Adobe After Effects vs Apple Motion,"Ah yes, Yes, because I definitely needed 400 new transition wipes. So brave.",1
Monsoon arrives in Namma Bengaluru,"Truly, I enjoy swimming to the campus every July....",1
Reviewing the new Raspberry Pi 6,"Honestly, The upgraded processing power makes it perfect for my autonomous drone project. Thanks for sharing.",0
Final Cut Pro 2026 Full Tutorial,Awesome. This transition pack actually looks very clean and professional. 🔥,0
I Built a Machine Learning Model in 5 Minutes,Awesome. This is the most straightforward explanation I have ever seen. 🙏,0
Java vs C++ for Competitive Programming,"Truly, Wow, so fast! It only took 3 hours to print Hello World.",1
Understanding Pointers in C,"Haha, Wow, so fast! It only took 3 hours to print Hello World....",1
Best FxPlug Plugins for Creators,"Lmao, Wow, the user interface is so hidden I need a map to find the timeline.",1
Final Cut Pro 2026 Full Tutorial,"Ah yes, Oh good, another subscription model to drain my bank account. So brave.",1
Taking a flight from Patna to Bengaluru,"Honestly, I'm moving there next month, this was very informative. Keep it up!",0
Learning PHP in 2026,Thanks! Great perspective. Focusing only on what you can control is essential. 🔥,0
Bengaluru Traffic Timelapse (Silk Board),"Wow, Great vlog! Brings back memories from my college days. Thanks for sharing.",0
Adobe After Effects vs Apple Motion,"Thanks for the deep dive into Apple Motion, very underrated software. 🔥",0
Taking a flight from Patna to Bengaluru,"I agree, I really miss the weather there. Enjoy it!",0
Renting a 1BHK in Indiranagar 2026,"Oh, So affordable! I only had to sell one kidney for the deposit. Incredible.",1
Final Cut Pro 2026 Full Tutorial,"Wow, My favorite feature is how it eats 64GB of RAM instantly. Masterpiece.",1
Bengaluru Traffic Timelapse (Silk Board),Awesome. The biryani you ordered looks fantastic. Keep it up!,0
Adobe After Effects vs Apple Motion,Brilliant. My favorite feature is how it eats 64GB of RAM instantly. 🤡,1
Final Cut Pro 2026 Full Tutorial,"Wow, This transition pack actually looks very clean and professional. 🙏",0
Understanding Pointers in C,"Lmao, Wow, so fast! It only took 3 hours to print Hello World. 🤡",1
Deploying to Production on Friday at 5 PM,"I agree, Could you do a follow-up video on asynchronous functions? 🙏",0
Best street food in Bengaluru,Awesome. The metro extension is really helping with the commute. Very helpful.,0
Renting a 1BHK in Indiranagar 2026,Great video. Can you share the exact location of that Dosa place? Keep it up!,0
Deploying to Production on Friday at 5 PM,Great video. Great perspective. Focusing only on what you can control is essential. Very helpful.,0
I Built a Machine Learning Model in 5 Minutes,"I agree, Could you do a follow-up video on asynchronous functions? Thanks for sharing.",0
Color Grading in Pixelmator Pro,Great video. The magnetic timeline in FCP makes editing so much faster for my workflow.,0
The new 8GB RAM MacBook Pro in 2026,Great camera test! The low light performance is impressive. 🙏,0
Monsoon arrives in Namma Bengaluru,"Wow, The paneer butter masala at that last spot looked amazing. Definitely visiting next time.",0
Adobe After Effects vs Apple Motion,Great video. The new color grading tools are a massive step up from last year. Very helpful.,0
Building a mechanical keyboard from scratch,"Lmao, Ah yes, exactly what I needed: another proprietary port. 🙃",1
Monsoon arrives in Namma Bengaluru,Brilliant. I enjoy swimming to the campus every July. 🙄,1
A day in the life of an MCA student at Presidency University,The auto driver asked for 500 rupees to cross the street. Fair price. Incredible.,1
Bengaluru Traffic Timelapse (Silk Board),"Lmao, So affordable! I only had to sell one kidney for the deposit.",1
Is Web3 the future of the internet?,"Haha, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. Incredible.",1
Monsoon arrives in Namma Bengaluru,Thanks! The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 🔥,0
How to center a div in CSS,"Oh, absolutely. I love measuring my execution time with a calendar. 🙄",1
Best street food in Bengaluru,"Great video. I'm moving there next month, this was very informative.",0
Monsoon arrives in Namma Bengaluru,"Brilliant. Ah yes, paying for a premium flight just to sit on the tarmac for 2 hours. Masterpiece.",1
Java vs C++ for Competitive Programming,"Truly, Yes, and my HTML code is self-aware now. Incredible.",1
Taking a flight from Patna to Bengaluru,"Lmao, Ah, the Venice of India. Time to get my gondola out. Masterpiece.",1
The new 8GB RAM MacBook Pro in 2026,"Truly, Finally, a reasonably priced piece of metal. My desk was feeling too cheap. So brave.",1
Best street food in Bengaluru,"I agree, Great vlog! Brings back memories from my college days. Keep it up!",0
Learning PHP in 2026,"Ah yes, Sure it did, buddy. And I am the Queen of England....",1
Understanding Pointers in C,"Wow, Oh, absolutely. I love measuring my execution time with a calendar.",1
How to center a div in CSS,"Ah yes, Yes, and my HTML code is self-aware now. So brave.",1
Best FxPlug Plugins for Creators,"Lmao, Wow, the user interface is so hidden I need a map to find the timeline. 🙃",1
The new 8GB RAM MacBook Pro in 2026,"Haha, I love replacing my entire motherboard just to upgrade the storage. Just what I needed.",1
Best FxPlug Plugins for Creators,"Oh, Oh good, another subscription model to drain my bank account.",1
Color Grading in Pixelmator Pro,"Haha, Oh good, another subscription model to drain my bank account. 🙄",1
Best street food in Bengaluru,Only 40k rent for a broom closet? What a steal! 🤡,1
Is Web3 the future of the internet?,"Good thorough review, especially the thermal testing. Keep it up!",0
Best FxPlug Plugins for Creators,"Wow, Ah, paying $50 for a plugin that just shakes the screen. Worth it. Masterpiece.",1
Best FxPlug Plugins for Creators,"Truly, My favorite feature is how it eats 64GB of RAM instantly. Just what I needed.",1
Bengaluru Traffic Timelapse (Silk Board),The paneer butter masala at that last spot looked amazing. Definitely visiting next time. 👍,0
Best FxPlug Plugins for Creators,"Wow, I love it when the software crashes right before I hit save. Adds excitement. 🙃",1
Renting a 1BHK in Indiranagar 2026,Awesome. I really miss the weather there. Enjoy it! Thanks for sharing.,0
A day in the life of an MCA student at Presidency University,Great video. The paneer butter masala at that last spot looked amazing. Definitely visiting next time. Keep it up!,0
Why Python is the absolute fastest language,"Wow, Finally got my environment running. Appreciate the clear step-by-step instructions.",0
Final Cut Pro 2026 Full Tutorial,"Brilliant. Wow, the user interface is so hidden I need a map to find the timeline. Just what I needed.",1
Adobe After Effects vs Apple Motion,"Wow, I've been looking for a tutorial on writing custom FxPlug plugins, thank you! 👍",0
Color Grading in Pixelmator Pro,"Haha, Wow, the user interface is so hidden I need a map to find the timeline. Just what I needed.",1
Apple announces new $999 Monitor Stand,"Lmao, I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. 🙃",1
Reviewing the new Raspberry Pi 6,Brilliant. So generous of them! Next year maybe we will get a floppy disk drive too. 🙄,1
Java vs C++ for Competitive Programming,"Thanks! Thanks for the visual diagram, it really helped me understand how the pointers swap. Keep it up!",0
Monsoon arrives in Namma Bengaluru,"Oh, Nothing like a 2-hour commute for a 5km distance to build character.",1
The new 8GB RAM MacBook Pro in 2026,"Brilliant. Ah yes, exactly what I needed: another proprietary port.",1
Reviewing the new Raspberry Pi 6,Awesome. I've been using it for a week and the battery life is insane. Thanks for sharing.,0
Reviewing the new Raspberry Pi 6,"Lmao, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary. 🙄",1
Adobe After Effects vs Apple Motion,"Haha, Yes, because I definitely needed 400 new transition wipes....",1
Taking a flight from Patna to Bengaluru,Awesome. I really miss the weather there. Enjoy it! 🔥,0
Learning PHP in 2026,"Wow, Sure it did, buddy. And I am the Queen of England....",1
A day in the life of an MCA student at Presidency University,"Wow, Beautiful shots of Cubbon Park. So green! 🔥",0
Best street food in Bengaluru,"Wow, Only 40k rent for a broom closet? What a steal! Masterpiece.",1
Reviewing the new Raspberry Pi 6,So generous of them! Next year maybe we will get a floppy disk drive too. 🤡,1
Why Python is the absolute fastest language,"I agree, Great perspective. Focusing only on what you can control is essential.",0
A day in the life of an MCA student at Presidency University,Great video. Beautiful shots of Cubbon Park. So green!,0
The new 8GB RAM MacBook Pro in 2026,So generous of them! Next year maybe we will get a floppy disk drive too. Just what I needed.,1
A day in the life of an MCA student at Presidency University,I love how the potholes are practically historical landmarks now. 🙄,1
Is Web3 the future of the internet?,"Lmao, I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. Just what I needed.",1
Using Light Theme in VS Code,Awesome. I think Java still holds up incredibly well for large enterprise systems.,0
Final Cut Pro 2026 Full Tutorial,"Thanks! I've been looking for a tutorial on writing custom FxPlug plugins, thank you! Very helpful.",0
Best FxPlug Plugins for Creators,Awesome. Your audio mixing tips at the end were a lifesaver. Very helpful.,0
Final Cut Pro 2026 Full Tutorial,"Wow, The magnetic timeline in FCP makes editing so much faster for my workflow. Thanks for sharing.",0
Apple announces new $999 Monitor Stand,"Lmao, Next they will sell us the screen and keyboard separately. Masterpiece.",1
Taking a flight from Patna to Bengaluru,"Brilliant. Ah, the Venice of India. Time to get my gondola out. So brave.",1
My Code Compiled on the First Try!,Awesome. Great perspective. Focusing only on what you can control is essential.,0
Monsoon arrives in Namma Bengaluru,"I'm moving there next month, this was very informative. 🙏",0
Understanding Pointers in C,"Truly, Amazing. You just invented the `if` statement....",1
A day in the life of an MCA student at Presidency University,"Brilliant. Ah, the Venice of India. Time to get my gondola out.",1
DIY Autonomous Car with LiDAR Sensor,"Lmao, They removed the headphone jack for courage. Truly brave.",1
Best street food in Bengaluru,"Ah yes, Only 40k rent for a broom closet? What a steal!...",1
Why Python is the absolute fastest language,"Oh, Wow, so fast! It only took 3 hours to print Hello World. 🙄",1
Java vs C++ for Competitive Programming,"Haha, Amazing. You just invented the `if` statement. 🙃",1
Color Grading in Pixelmator Pro,"Wow, Oh good, another subscription model to drain my bank account.",1
How to center a div in CSS,"Ah yes, Ah yes, the most unsolved problem in modern physics. 🤡",1
I Built a Machine Learning Model in 5 Minutes,"Ah yes, This tutorial fixed my marriage. So brave.",1
Building a mechanical keyboard from scratch,"Oh, Next they will sell us the screen and keyboard separately. So brave.",1
Reviewing the new Raspberry Pi 6,I definitely want to pay a $40 gas fee just to like a tweet. Sign me up. 🙃,1
DIY Autonomous Car with LiDAR Sensor,"Haha, I love replacing my entire motherboard just to upgrade the storage....",1
Why Python is the absolute fastest language,Brilliant. Great tutorial! I didn't need my retinas anyway. 🙄,1
Color Grading in Pixelmator Pro,"Oh, Oh good, another subscription model to drain my bank account. Masterpiece.",1
Adobe After Effects vs Apple Motion,"Honestly, Your audio mixing tips at the end were a lifesaver. Keep it up!",0
Reviewing the new Raspberry Pi 6,"I agree, Thanks for comparing it with the previous generation. 🔥",0
Deploying to Production on Friday at 5 PM,"Wow, Wow, so fast! It only took 3 hours to print Hello World.",1
A day in the life of an MCA student at Presidency University,"Wow, Beautiful shots of Cubbon Park. So green! 🔥",0
Renting a 1BHK in Indiranagar 2026,"Wow, Great, more IT parks. Exactly what the traffic needed. 🙃",1
Best FxPlug Plugins for Creators,"I agree, This transition pack actually looks very clean and professional. Very helpful.",0
Reviewing the new Raspberry Pi 6,"Truly, Can't wait to buy the charger separately for another $200. 🤡",1
My Code Compiled on the First Try!,Thanks! Great perspective. Focusing only on what you can control is essential. 🙏,0
Taking a flight from Patna to Bengaluru,"Brilliant. Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. 🙄",1
Taking a flight from Patna to Bengaluru,"Truly, Nothing like a 2-hour commute for a 5km distance to build character. Just what I needed.",1
Bengaluru Traffic Timelapse (Silk Board),"Wow, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace. 🙃",1
Renting a 1BHK in Indiranagar 2026,"Wow, Great, more IT parks. Exactly what the traffic needed. 🤡",1
DIY Autonomous Car with LiDAR Sensor,"Oh, Wow, it's 1% faster than last year. Innovation has peaked. 🙃",1
Renting a 1BHK in Indiranagar 2026,"Oh, I love how the potholes are practically historical landmarks now. 🙄",1
Learning PHP in 2026,"Great video. Thanks for the visual diagram, it really helped me understand how the pointers swap. 🙏",0
Color Grading in Pixelmator Pro,"Wow, Oh good, another subscription model to drain my bank account. So brave.",1
Renting a 1BHK in Indiranagar 2026,Great video. I really miss the weather there. Enjoy it! Keep it up!,0
How to center a div in CSS,"Lmao, I'm sure the memory leaks are just 'undocumented features'. Incredible.",1
Renting a 1BHK in Indiranagar 2026,"Brilliant. Great, more IT parks. Exactly what the traffic needed. 🤡",1
Best street food in Bengaluru,"Haha, Wow, I think I saw a car move three entire inches in that hour. Thrilling pace....",1
Final Cut Pro 2026 Full Tutorial,"Honestly, Thanks for the deep dive into Apple Motion, very underrated software. Very helpful.",0
DIY Autonomous Car with LiDAR Sensor,"Wow, Wow, it's 1% faster than last year. Innovation has peaked. Just what I needed.",1
Monsoon arrives in Namma Bengaluru,"Truly, So affordable! I only had to sell one kidney for the deposit.",1
A day in the life of an MCA student at Presidency University,Great video. Love the local culture and vibe of this city. 🙏,0
Apple announces new $999 Monitor Stand,"Wow, I actually like the new design, feels very premium. Very helpful.",0
Learning PHP in 2026,"Truly, Truly groundbreaking to use a nested loop in 2026. Masterpiece.",1
Learning PHP in 2026,Awesome. Finally got my environment running. Appreciate the clear step-by-step instructions.,0
Best street food in Bengaluru,"Truly, The auto driver asked for 500 rupees to cross the street. Fair price. 🙃",1
DIY Autonomous Car with LiDAR Sensor,"Truly, Oh wow, paying ₹1.5 Lakhs for 8GB RAM is truly revolutionary.",1
Reviewing the new Raspberry Pi 6,"Wow, I think it's worth the upgrade if you are coming from an older model.",0
Renting a 1BHK in Indiranagar 2026,"I agree, Can you share the exact location of that Dosa place? 👍",0
My Code Compiled on the First Try!,"Sure it did, buddy. And I am the Queen of England. 🙃",1
Why Python is the absolute fastest language,"Truly, I'm sure the memory leaks are just 'undocumented features'. Incredible.",1
Best FxPlug Plugins for Creators,"Lmao, Oh good, another subscription model to drain my bank account. Masterpiece.",1
